order_item_id,order_id,product_id,quantity,price,discount,total
696,370,601,1,314.13,0.0,314.13
697,370,420,2,354.58,0.0,709.16
698,370,301,1,11.31,0.0,11.31
699,371,705,1,112.14,0.0,112.14
700,372,617,1,19.66,0.0,19.66
701,373,662,1,385.66,19.28,366.38
702,373,432,1,407.86,0.0,407.86
703,374,176,1,420.65,0.0,420.65
704,375,934,4,14.53,0.0,58.12
705,375,473,1,365.3,0.0,365.3
706,375,292,1,24.73,0.0,24.73
707,375,135,1,365.59,0.0,365.59
708,375,862,1,423.16,0.0,423.16
709,376,657,4,438.99,0.0,1755.96
710,377,11,1,323.16,16.16,307.0
711,378,742,3,246.93,74.08,666.71
712,379,45,4,185.0,0.0,740.0
713,379,114,1,452.68,0.0,452.68
714,379,50,1,231.09,0.0,231.09
715,380,990,1,154.08,0.0,154.08
716,380,917,1,93.43,0.0,93.43
717,380,424,1,472.4,0.0,472.4
718,381,249,2,318.01,0.0,636.02
719,381,676,4,31.36,0.0,125.44
720,381,663,1,286.62,0.0,286.62
721,382,527,2,171.55,0.0,343.1
722,382,880,1,160.38,16.04,144.34
723,382,321,1,327.6,49.14,278.46
724,383,434,1,227.05,11.35,215.7
725,384,472,1,46.37,0.0,46.37
726,385,218,1,274.31,0.0,274.31
727,386,665,1,186.24,0.0,186.24
728,387,623,1,32.73,0.0,32.73
729,388,917,1,91.45,0.0,91.45
730,389,415,1,269.78,13.49,256.29
731,389,402,1,107.6,0.0,107.6
732,390,295,1,431.26,43.13,388.13
733,390,752,1,238.22,11.91,226.31
734,391,171,1,302.22,45.33,256.89
735,391,192,1,298.86,0.0,298.86
736,392,993,1,68.56,0.0,68.56
737,392,486,1,417.85,0.0,417.85
738,393,794,1,11.46,0.0,11.46
739,393,97,2,399.8,0.0,799.6
740,393,103,1,316.75,0.0,316.75
741,394,277,1,164.65,0.0,164.65
742,395,32,1,40.85,6.13,34.72
743,396,989,3,263.89,39.58,752.09
744,396,281,1,295.83,0.0,295.83
745,397,968,1,34.69,0.0,34.69
746,397,283,1,79.23,0.0,79.23
747,398,702,1,258.66,0.0,258.66
748,399,67,2,59.65,0.0,119.3
749,400,314,1,145.63,7.28,138.35
750,401,89,2,264.63,0.0,529.26
751,402,364,1,370.22,0.0,370.22
752,403,578,1,350.59,17.53,333.06
753,404,309,1,264.79,0.0,264.79
754,404,313,1,37.02,1.85,35.17
755,405,702,1,250.36,0.0,250.36
756,405,730,4,98.99,39.6,356.36
757,406,806,1,381.32,19.07,362.25
758,406,249,3,313.02,46.95,892.11
759,406,595,1,506.55,0.0,506.55
760,406,525,2,396.33,39.63,753.03
761,407,100,2,167.32,0.0,334.64
762,408,55,1,66.08,0.0,66.08
763,408,719,1,422.43,0.0,422.43
764,409,960,2,293.46,0.0,586.92
765,409,7,1,282.35,14.12,268.23
766,410,26,2,244.52,0.0,489.04
767,411,840,1,387.82,0.0,387.82
768,411,241,1,219.68,0.0,219.68
769,411,862,1,397.09,0.0,397.09
770,411,869,1,105.25,0.0,105.25
771,411,560,1,231.03,0.0,231.03
772,412,715,2,208.22,20.82,395.62
773,413,595,1,505.31,25.27,480.04
774,414,470,5,333.79,83.45,1585.5
775,414,284,1,325.05,0.0,325.05
776,414,10,1,323.56,0.0,323.56
777,415,733,3,179.9,0.0,539.7
778,416,484,1,56.32,0.0,56.32
779,417,603,1,64.69,3.23,61.46
780,417,979,1,234.83,0.0,234.83
781,418,696,1,95.23,19.05,76.18
782,419,179,1,84.33,8.43,75.9
783,419,746,1,360.8,0.0,360.8
784,419,914,2,326.79,0.0,653.58
785,420,387,5,42.84,0.0,214.2
786,420,137,1,390.44,0.0,390.44
787,421,25,1,375.12,0.0,375.12
788,422,74,1,509.94,50.99,458.95
789,422,349,1,311.08,15.55,295.53
790,423,634,3,78.03,11.7,222.39
791,424,802,1,239.1,0.0,239.1
792,425,842,4,236.64,0.0,946.56
793,426,590,1,8.31,0.0,8.31
794,427,960,5,294.32,0.0,1471.6
795,427,940,1,50.19,2.51,47.68
796,428,680,1,377.85,37.79,340.06
797,428,935,3,39.49,0.0,118.47
798,428,900,1,34.52,3.45,31.07
799,428,64,1,84.26,0.0,84.26
800,429,107,1,147.97,0.0,147.97
801,429,37,1,484.34,24.22,460.12
802,430,831,1,245.74,0.0,245.74
803,430,201,1,408.71,0.0,408.71
804,430,548,1,76.23,0.0,76.23
805,431,631,5,308.02,0.0,1540.1
806,432,11,1,315.58,15.78,299.8
807,433,256,1,417.27,0.0,417.27
808,433,833,1,406.66,0.0,406.66
809,433,59,1,79.26,0.0,79.26
810,434,961,1,280.59,0.0,280.59
811,435,965,2,350.25,0.0,700.5
812,435,376,1,209.04,0.0,209.04
813,436,723,1,77.5,0.0,77.5
814,436,974,4,343.93,0.0,1375.72
815,436,637,1,293.07,14.65,278.42
816,436,498,1,51.68,0.0,51.68
817,437,857,1,198.36,0.0,198.36
818,438,20,3,169.92,0.0,509.76
819,439,677,1,137.28,13.73,123.55
820,439,313,3,38.44,0.0,115.32
821,440,350,1,9.6,0.0,9.6
822,440,744,3,347.52,52.13,990.43
823,440,850,1,203.27,20.33,182.94
824,441,788,1,387.41,0.0,387.41
825,441,532,5,270.26,135.13,1216.17
826,442,303,1,161.45,0.0,161.45
827,442,346,1,281.54,14.08,267.46
828,442,585,1,71.08,0.0,71.08
829,443,451,1,154.81,0.0,154.81
830,444,594,4,257.13,0.0,1028.52
831,445,806,1,390.67,0.0,390.67
832,446,239,1,47.05,0.0,47.05
833,446,118,1,49.68,0.0,49.68
834,447,46,1,384.48,0.0,384.48
835,447,615,1,33.48,0.0,33.48
836,448,147,1,166.48,24.97,141.51
837,448,26,3,242.82,72.85,655.61
838,448,335,1,268.84,0.0,268.84
839,449,217,2,397.23,0.0,794.46
840,450,597,1,17.2,0.0,17.2
841,451,589,1,69.35,0.0,69.35
842,451,646,2,492.13,0.0,984.26
843,452,276,1,74.76,7.48,67.28
844,453,119,1,384.75,19.24,365.51
845,453,710,1,479.29,0.0,479.29
846,454,429,1,438.41,87.68,350.73
847,455,621,2,346.5,0.0,693.0
848,455,267,1,309.01,0.0,309.01
849,456,429,1,426.81,42.68,384.13
850,457,25,5,355.34,88.83,1687.87
851,457,707,3,30.1,0.0,90.3
852,457,171,1,305.31,0.0,305.31
853,458,111,1,394.31,0.0,394.31
854,458,740,1,304.05,0.0,304.05
855,459,742,1,258.22,0.0,258.22
856,459,785,1,104.6,0.0,104.6
857,460,181,1,267.21,26.72,240.49
858,461,578,1,338.74,0.0,338.74
859,462,183,4,161.13,64.45,580.07
860,463,901,1,348.44,0.0,348.44
861,464,907,1,476.7,0.0,476.7
862,465,212,1,27.52,0.0,27.52
863,466,7,2,288.68,0.0,577.36
864,466,501,4,196.4,0.0,785.6
865,466,853,1,263.82,26.38,237.44
866,467,886,1,402.78,0.0,402.78
867,468,520,1,168.8,0.0,168.8
868,469,40,4,179.7,0.0,718.8
869,469,444,2,315.33,31.53,599.13
870,469,103,1,325.43,0.0,325.43
871,470,272,1,303.49,0.0,303.49
872,470,482,1,449.48,22.47,427.01
873,471,503,1,485.23,0.0,485.23
874,472,358,1,53.93,0.0,53.93
875,473,646,1,483.76,0.0,483.76
876,474,334,1,302.76,0.0,302.76
877,474,254,1,289.03,0.0,289.03
878,474,679,2,294.8,29.48,560.12
879,474,436,1,128.54,0.0,128.54
880,475,331,1,453.81,22.69,431.12
881,475,268,1,168.04,0.0,168.04
882,476,47,1,10.69,0.53,10.16
883,476,316,1,197.85,0.0,197.85
884,477,21,2,83.94,0.0,167.88
885,477,974,2,368.02,0.0,736.04
886,478,371,1,69.0,0.0,69.0
887,478,549,3,276.27,41.44,787.37
888,479,963,1,103.64,10.36,93.28
889,479,14,1,399.1,0.0,399.1
890,480,768,1,259.55,0.0,259.55
891,481,79,2,268.98,0.0,537.96
892,481,76,1,259.03,0.0,259.03
893,481,517,1,155.05,0.0,155.05
894,482,436,1,126.75,0.0,126.75
895,482,525,1,401.79,0.0,401.79
896,482,762,1,417.45,62.62,354.83
897,483,392,5,55.94,41.95,237.75
898,483,18,2,233.22,0.0,466.44
899,484,577,1,358.0,0.0,358.0
900,485,965,1,348.73,0.0,348.73
901,486,581,1,186.35,0.0,186.35
902,486,779,1,304.13,0.0,304.13
903,487,6,1,150.16,0.0,150.16
904,488,242,1,323.82,0.0,323.82
905,488,330,2,250.02,0.0,500.04
906,488,473,1,357.5,0.0,357.5
907,488,726,1,253.89,0.0,253.89
908,489,823,1,131.18,6.56,124.62
909,490,302,2,163.54,0.0,327.08
910,491,145,1,448.29,0.0,448.29
911,491,298,2,322.14,0.0,644.28
912,492,733,2,177.47,0.0,354.94
913,493,193,1,433.55,0.0,433.55
914,494,69,1,231.48,0.0,231.48
915,494,359,1,430.78,0.0,430.78
916,495,786,1,31.78,0.0,31.78
917,496,287,1,162.43,0.0,162.43
918,496,183,1,173.35,0.0,173.35
919,497,485,1,397.49,79.5,317.99
920,497,215,1,428.83,0.0,428.83
921,498,827,1,61.56,0.0,61.56
922,499,387,1,42.42,0.0,42.42
923,499,793,1,118.55,5.93,112.62
924,500,861,1,176.02,0.0,176.02
925,500,448,1,108.1,0.0,108.1
926,501,355,1,427.38,85.48,341.9
927,501,746,4,365.68,0.0,1462.72
928,501,435,2,311.08,0.0,622.16
929,502,378,3,474.84,0.0,1424.52
930,503,713,2,296.54,0.0,593.08
931,504,648,2,340.52,0.0,681.04
932,504,466,1,367.09,0.0,367.09
933,504,503,2,510.08,0.0,1020.16
934,504,178,3,218.64,32.8,623.12
935,504,485,1,384.35,0.0,384.35
936,505,341,1,295.23,14.76,280.47
937,505,858,1,108.91,0.0,108.91
938,506,684,1,454.36,22.72,431.64
939,507,283,1,79.83,0.0,79.83
940,508,350,1,9.57,0.0,9.57
941,509,191,1,388.15,0.0,388.15
942,509,326,2,426.46,0.0,852.92
943,510,756,1,460.47,0.0,460.47
944,510,136,1,261.22,0.0,261.22
945,511,451,1,162.17,0.0,162.17
946,512,647,1,159.8,15.98,143.82
947,513,720,1,424.08,0.0,424.08
948,513,445,1,68.16,0.0,68.16
949,514,216,1,70.87,7.09,63.78
950,514,265,1,260.88,0.0,260.88
951,515,675,3,368.29,0.0,1104.87
952,515,603,1,66.72,0.0,66.72
953,516,367,1,181.16,0.0,181.16
954,517,485,1,395.17,0.0,395.17
955,517,855,1,287.3,0.0,287.3
956,518,793,1,119.11,0.0,119.11
957,519,989,1,270.95,0.0,270.95
958,519,715,1,212.38,0.0,212.38
959,519,966,1,52.01,0.0,52.01
960,520,472,1,46.94,2.35,44.59
961,521,209,1,369.04,0.0,369.04
962,522,353,1,267.39,0.0,267.39
963,523,724,3,388.8,0.0,1166.4
964,523,249,4,324.37,0.0,1297.48
965,523,782,1,310.38,15.52,294.86
966,524,686,2,456.25,0.0,912.5
967,525,514,2,493.47,0.0,986.94
968,526,46,1,397.54,0.0,397.54
969,527,397,1,163.21,0.0,163.21
970,528,855,1,278.06,0.0,278.06
971,528,109,1,387.67,19.38,368.29
972,529,394,1,80.35,12.05,68.3
973,529,703,1,90.31,0.0,90.31
974,530,822,1,451.92,0.0,451.92
975,530,931,1,241.23,0.0,241.23
976,531,82,1,13.3,0.0,13.3
977,531,154,1,294.69,0.0,294.69
978,531,8,1,228.92,0.0,228.92
979,532,911,1,8.71,0.0,8.71
980,533,301,1,11.08,0.0,11.08
981,534,38,1,346.76,0.0,346.76
982,535,442,1,75.15,0.0,75.15
983,535,915,1,158.41,7.92,150.49
984,536,382,1,127.13,0.0,127.13
985,537,653,2,429.86,0.0,859.72
986,538,444,2,312.53,125.01,500.05
987,538,989,1,260.27,0.0,260.27
988,538,120,1,324.05,0.0,324.05
989,539,797,1,100.84,0.0,100.84
990,539,191,3,377.49,0.0,1132.47
991,540,282,1,282.29,0.0,282.29
992,540,274,1,14.93,0.0,14.93
993,541,624,1,432.03,0.0,432.03
994,541,847,1,153.96,0.0,153.96
995,542,761,1,245.03,0.0,245.03
996,543,647,1,169.35,0.0,169.35
997,543,499,1,132.31,0.0,132.31
998,543,575,1,349.83,0.0,349.83
999,543,354,1,207.91,0.0,207.91
1000,544,241,3,219.87,0.0,659.61
1001,544,385,2,334.21,0.0,668.42
1002,545,753,1,40.35,0.0,40.35
1003,545,411,1,10.53,0.0,10.53
1004,545,564,1,204.53,30.68,173.85
1005,546,231,1,19.27,0.0,19.27
1006,546,880,3,154.81,23.22,441.21
1007,547,782,1,317.47,0.0,317.47
1008,547,476,1,11.24,0.0,11.24
1009,547,672,1,484.08,0.0,484.08
1010,548,419,1,393.42,0.0,393.42
1011,548,969,1,413.54,62.03,351.51
1012,549,885,3,157.89,0.0,473.67
1013,549,198,3,423.05,126.92,1142.23
1014,550,32,1,39.74,0.0,39.74
1015,551,513,2,367.2,73.44,660.96
1016,551,657,1,466.39,0.0,466.39
1017,551,114,2,446.95,0.0,893.9
1018,551,823,1,135.67,0.0,135.67
1019,551,619,2,168.6,16.86,320.34
1020,552,547,1,393.79,0.0,393.79
1021,552,732,1,81.61,4.08,77.53
1022,553,451,2,155.9,15.59,296.21
1023,553,439,2,10.66,0.0,21.32
1024,554,146,1,370.31,0.0,370.31
1025,554,935,1,39.45,0.0,39.45
1026,555,706,1,111.25,0.0,111.25
1027,556,152,1,19.68,0.0,19.68
1028,556,535,2,234.03,0.0,468.06
1029,556,296,1,166.04,0.0,166.04
1030,557,300,3,119.37,0.0,358.11
1031,558,266,2,245.91,98.36,393.46
1032,558,373,1,198.63,0.0,198.63
1033,559,322,1,40.9,0.0,40.9
1034,559,536,3,188.93,0.0,566.79
1035,559,384,1,484.82,0.0,484.82
1036,560,747,1,444.12,0.0,444.12
1037,560,809,1,504.18,0.0,504.18
1038,561,34,1,455.16,0.0,455.16
1039,562,994,1,142.28,0.0,142.28
1040,562,818,2,475.36,95.07,855.65
1041,562,58,3,60.66,0.0,181.98
1042,563,94,1,374.88,0.0,374.88
1043,563,761,3,244.79,0.0,734.37
1044,564,550,3,199.59,0.0,598.77
1045,565,103,1,311.96,0.0,311.96
1046,566,200,1,233.78,46.76,187.02
1047,566,604,1,134.65,0.0,134.65
1048,566,826,1,247.47,0.0,247.47
1049,567,282,1,274.41,0.0,274.41
1050,568,522,1,11.12,0.0,11.12
1051,568,482,1,483.16,0.0,483.16
1052,568,508,1,99.36,0.0,99.36
1053,569,313,1,37.6,0.0,37.6
1054,570,197,2,261.7,26.17,497.23
1055,571,808,2,476.2,95.24,857.16
1056,571,427,1,412.72,0.0,412.72
1057,572,436,1,133.09,0.0,133.09
1058,573,786,1,33.11,0.0,33.11
1059,573,281,2,269.4,0.0,538.8
1060,573,20,1,172.9,0.0,172.9
1061,573,839,2,182.16,0.0,364.32
1062,573,722,1,57.08,0.0,57.08
1063,574,400,3,205.81,0.0,617.43
1064,574,705,1,112.66,0.0,112.66
1065,574,983,1,248.16,0.0,248.16
1066,575,794,2,11.56,1.16,21.96
1067,576,449,1,395.02,0.0,395.02
1068,576,252,1,252.99,0.0,252.99
1069,577,370,2,56.96,0.0,113.92
1070,577,927,1,176.26,0.0,176.26
1071,577,792,4,215.55,0.0,862.2
1072,577,457,4,369.24,0.0,1476.96
1073,578,525,1,398.22,79.64,318.58
1074,579,589,1,66.89,0.0,66.89
1075,580,526,2,384.27,76.85,691.69
1076,581,442,1,74.55,14.91,59.64
1077,581,838,1,200.89,0.0,200.89
1078,581,284,1,328.52,0.0,328.52
1079,582,301,1,12.02,0.0,12.02
1080,583,229,1,83.98,0.0,83.98
1081,584,733,1,191.71,0.0,191.71
1082,584,889,1,372.68,0.0,372.68
1083,584,591,2,390.49,0.0,780.98
1084,585,207,1,69.43,0.0,69.43
1085,585,311,3,35.45,0.0,106.35
1086,586,762,3,422.48,0.0,1267.44
1087,587,96,1,430.39,0.0,430.39
1088,587,993,1,66.65,6.67,59.98
1089,587,180,2,46.98,18.79,75.17
1090,588,521,1,479.68,0.0,479.68
1091,589,318,2,486.26,48.63,923.89
1092,590,830,3,177.92,80.06,453.7
1093,590,400,2,214.27,0.0,428.54
1094,591,160,1,28.34,0.0,28.34
1095,592,425,2,77.6,0.0,155.2
1096,593,948,1,60.42,0.0,60.42
1097,594,272,2,289.29,28.93,549.65
1098,594,637,1,307.9,30.79,277.11
1099,594,329,1,161.43,0.0,161.43
1100,594,30,1,425.47,0.0,425.47
1101,595,488,1,29.91,1.5,28.41
1102,596,481,3,35.87,0.0,107.61
1103,597,767,2,278.95,0.0,557.9
1104,598,735,1,294.7,0.0,294.7
1105,598,414,1,277.82,0.0,277.82
1106,599,592,1,122.48,0.0,122.48
1107,599,905,1,219.9,0.0,219.9
1108,600,187,1,71.44,0.0,71.44
1109,600,15,1,62.72,0.0,62.72
1110,600,147,3,163.57,24.54,466.17
1111,601,270,1,384.32,0.0,384.32
1112,602,827,3,62.21,0.0,186.63
1113,603,375,1,71.04,0.0,71.04
1114,604,730,1,103.08,0.0,103.08
1115,605,840,4,402.62,0.0,1610.48
1116,606,363,1,433.24,21.66,411.58
1117,606,539,1,121.93,0.0,121.93
1118,607,103,1,325.44,16.27,309.17
1119,608,979,1,239.08,0.0,239.08
1120,608,625,4,30.55,0.0,122.2
1121,609,739,4,227.05,0.0,908.2
1122,610,628,1,278.69,0.0,278.69
1123,610,609,2,56.76,5.68,107.84
1124,610,983,4,247.3,0.0,989.2
1125,610,69,1,220.5,0.0,220.5
1126,611,127,1,188.35,0.0,188.35
1127,611,744,1,331.35,0.0,331.35
1128,611,758,1,370.05,0.0,370.05
1129,612,128,1,204.9,0.0,204.9
1130,613,913,1,316.11,0.0,316.11
1131,614,106,1,511.26,76.69,434.57
1132,615,987,1,357.68,0.0,357.68
1133,615,443,2,89.08,17.82,160.34
1134,615,432,1,419.78,0.0,419.78
1135,616,826,1,253.94,0.0,253.94
1136,617,847,2,152.42,0.0,304.84
1137,617,726,3,260.78,0.0,782.34
1138,617,500,1,188.77,28.32,160.45
1139,617,575,1,348.44,0.0,348.44
1140,617,622,1,345.95,34.59,311.36
1141,618,808,1,485.53,24.28,461.25
1142,619,27,1,401.16,40.12,361.04
1143,619,222,1,380.53,19.03,361.5
1144,620,353,4,260.12,0.0,1040.48
1145,620,361,1,490.54,0.0,490.54
1146,620,997,2,467.44,0.0,934.88
1147,621,800,2,337.97,0.0,675.94
1148,621,836,1,385.11,19.26,365.85
1149,621,177,1,264.91,0.0,264.91
1150,622,191,2,359.83,35.98,683.68
1151,623,983,1,245.97,0.0,245.97
1152,623,173,1,288.9,0.0,288.9
1153,623,331,1,443.12,0.0,443.12
1154,624,680,1,388.4,0.0,388.4
1155,624,415,1,274.36,13.72,260.64
1156,624,873,2,51.33,0.0,102.66
1157,624,270,1,418.4,0.0,418.4
1158,625,281,1,292.3,58.46,233.84
1159,625,27,1,409.65,0.0,409.65
1160,626,495,1,365.72,0.0,365.72
1161,626,859,1,274.19,0.0,274.19
1162,626,450,1,333.68,50.05,283.63
1163,627,374,3,472.96,0.0,1418.88
1164,628,848,5,162.18,0.0,810.9
1165,629,108,2,9.72,0.0,19.44
1166,629,827,2,63.45,6.35,120.55
1167,630,472,1,48.35,7.25,41.1
1168,630,634,1,75.82,0.0,75.82
1169,630,449,1,387.2,19.36,367.84
1170,631,737,1,250.73,12.54,238.19
1171,632,783,4,393.7,0.0,1574.8
1172,633,584,2,434.88,0.0,869.76
1173,634,995,2,365.78,0.0,731.56
1174,634,625,4,31.21,0.0,124.84
1175,634,55,2,70.11,0.0,140.22
1176,635,952,1,192.01,0.0,192.01
1177,636,391,1,320.38,0.0,320.38
1178,636,714,1,63.26,3.16,60.1
1179,636,486,1,392.17,0.0,392.17
1180,637,770,1,53.99,2.7,51.29
1181,638,2,4,373.59,0.0,1494.36
1182,639,880,4,155.32,0.0,621.28
1183,639,72,1,287.69,0.0,287.69
1184,640,913,2,324.0,0.0,648.0
1185,640,452,1,94.25,0.0,94.25
1186,641,111,1,372.31,0.0,372.31
1187,641,358,1,51.27,0.0,51.27
1188,641,700,1,238.13,0.0,238.13
1189,641,185,2,471.89,94.38,849.4
1190,642,145,1,476.61,0.0,476.61
1191,643,944,3,162.92,24.44,464.32
1192,643,492,1,296.12,0.0,296.12
1193,643,831,1,249.42,0.0,249.42
1194,643,864,1,367.41,0.0,367.41
1195,644,203,1,55.63,0.0,55.63
1196,645,330,1,242.54,0.0,242.54
1197,646,43,4,216.89,0.0,867.56
1198,646,193,3,453.83,0.0,1361.49
1199,647,311,1,34.0,0.0,34.0
1200,648,183,1,172.22,17.22,155.0
1201,648,521,1,503.43,25.17,478.26
1202,649,585,1,70.27,7.03,63.24
1203,650,247,1,345.16,0.0,345.16
1204,651,412,1,253.56,0.0,253.56
1205,651,46,3,407.34,0.0,1222.02
1206,651,160,3,27.89,8.37,75.3
1207,651,146,1,386.31,0.0,386.31
1208,652,923,1,298.21,0.0,298.21
1209,653,786,1,33.11,0.0,33.11
1210,654,501,1,206.62,0.0,206.62
1211,654,69,1,232.53,0.0,232.53
1212,654,188,1,51.04,0.0,51.04
1213,654,550,1,201.02,10.05,190.97
1214,655,531,5,271.96,0.0,1359.8
1215,656,711,2,387.29,0.0,774.58
1216,657,43,4,227.06,0.0,908.24
1217,657,679,1,289.9,0.0,289.9
1218,658,206,3,449.59,0.0,1348.77
1219,659,200,1,232.99,0.0,232.99
1220,660,571,1,340.9,0.0,340.9
1221,660,165,1,353.27,0.0,353.27
1222,661,147,3,171.95,0.0,515.85
1223,662,123,2,60.41,0.0,120.82
1224,662,878,1,206.54,0.0,206.54
1225,662,230,1,73.17,0.0,73.17
1226,663,628,1,294.93,0.0,294.93
1227,663,257,3,369.69,0.0,1109.07
1228,664,179,4,84.54,16.91,321.25
1229,664,987,1,354.54,17.73,336.81
1230,665,555,1,482.49,24.12,458.37
1231,665,873,1,51.66,0.0,51.66
1232,666,398,1,320.8,0.0,320.8
1233,667,730,1,96.34,4.82,91.52
1234,668,562,1,303.76,0.0,303.76
1235,668,884,1,347.25,0.0,347.25
1236,668,783,1,387.95,0.0,387.95
1237,668,812,1,99.48,0.0,99.48
1238,669,443,1,84.5,0.0,84.5
1239,669,185,1,481.05,0.0,481.05
1240,669,966,2,55.0,0.0,110.0
1241,669,454,2,142.36,0.0,284.72
1242,670,499,4,130.52,0.0,522.08
1243,670,324,3,396.23,0.0,1188.69
1244,670,626,1,221.34,11.07,210.27
1245,671,366,4,380.66,0.0,1522.64
1246,671,208,1,411.57,41.16,370.41
1247,671,762,1,428.14,0.0,428.14
1248,671,155,1,385.89,0.0,385.89
1249,672,634,1,75.76,0.0,75.76
1250,672,420,5,363.88,181.94,1637.46
1251,673,41,1,316.16,0.0,316.16
1252,674,838,4,206.09,0.0,824.36
1253,674,372,3,19.85,5.96,53.59
1254,675,71,1,309.62,30.96,278.66
1255,675,182,1,405.48,60.82,344.66
1256,675,139,1,461.49,0.0,461.49
1257,676,913,1,327.5,0.0,327.5
1258,677,928,1,133.64,0.0,133.64
1259,678,778,1,159.59,0.0,159.59
1260,678,673,1,406.7,0.0,406.7
1261,679,390,1,340.93,0.0,340.93
1262,679,398,2,337.62,0.0,675.24
1263,679,37,1,463.64,46.36,417.28
1264,679,712,2,120.24,0.0,240.48
1265,680,918,2,158.55,0.0,317.1
1266,680,117,1,335.78,0.0,335.78
1267,680,24,2,157.78,15.78,299.78
1268,681,893,1,450.57,0.0,450.57
1269,681,993,1,66.05,0.0,66.05
1270,682,94,1,369.62,0.0,369.62
1271,682,4,2,156.98,0.0,313.96
1272,683,750,1,496.07,0.0,496.07
1273,684,900,1,34.5,0.0,34.5
1274,685,330,2,233.38,0.0,466.76
1275,686,293,1,451.08,0.0,451.08
1276,686,224,1,219.84,32.98,186.86
1277,687,506,1,95.15,0.0,95.15
1278,688,763,1,113.6,0.0,113.6
1279,689,68,1,36.65,0.0,36.65
1280,689,583,2,293.7,0.0,587.4
1281,690,175,1,33.24,0.0,33.24
1282,691,476,1,11.0,0.0,11.0
1283,691,464,1,242.04,0.0,242.04
1284,691,157,5,84.86,0.0,424.3
1285,692,969,1,389.6,0.0,389.6
1286,693,311,2,35.73,0.0,71.46
1287,694,971,3,397.9,0.0,1193.7
1288,695,623,1,33.01,0.0,33.01
1289,695,297,1,172.36,25.85,146.51
1290,696,440,1,68.64,0.0,68.64
1291,696,627,2,66.61,6.66,126.56
1292,697,379,1,166.37,0.0,166.37
1293,698,569,2,133.07,26.61,239.53
1294,698,349,4,319.96,0.0,1279.84
1295,698,592,3,120.22,0.0,360.66
1296,699,321,1,340.44,0.0,340.44
1297,699,524,1,210.33,0.0,210.33
1298,699,902,3,76.17,0.0,228.51
1299,700,797,1,96.63,0.0,96.63
1300,701,980,5,213.64,0.0,1068.2
1301,701,328,2,254.49,76.35,432.63
1302,701,497,1,298.98,0.0,298.98
1303,702,810,1,244.38,12.22,232.16
1304,703,30,1,452.09,0.0,452.09
1305,704,569,1,133.85,0.0,133.85
1306,704,161,1,107.87,0.0,107.87
1307,705,127,1,182.73,0.0,182.73
1308,705,54,2,419.4,0.0,838.8
1309,705,889,1,387.13,0.0,387.13
1310,705,335,2,268.93,0.0,537.86
1311,706,731,1,9.95,0.0,9.95
1312,706,136,1,250.79,0.0,250.79
1313,707,423,1,471.61,0.0,471.61
1314,708,562,1,290.68,0.0,290.68
1315,708,843,2,271.34,0.0,542.68
1316,709,715,1,199.4,0.0,199.4
1317,709,231,4,19.64,0.0,78.56
1318,710,784,1,64.53,0.0,64.53
1319,711,37,1,474.98,0.0,474.98
1320,712,849,1,396.54,0.0,396.54
1321,712,169,1,63.09,0.0,63.09
1322,713,773,1,242.12,0.0,242.12
1323,713,623,1,32.24,0.0,32.24
1324,713,263,1,146.35,0.0,146.35
1325,714,824,1,101.87,0.0,101.87
1326,715,691,1,54.32,0.0,54.32
1327,715,220,1,433.37,21.67,411.7
1328,715,908,2,91.68,0.0,183.36
1329,716,469,1,443.07,0.0,443.07
1330,716,401,1,302.72,60.54,242.18
1331,717,874,1,24.38,0.0,24.38
1332,717,32,1,39.67,0.0,39.67
1333,717,635,4,94.67,0.0,378.68
1334,718,428,1,430.48,0.0,430.48
1335,719,955,3,53.45,0.0,160.35
1336,720,955,1,49.74,0.0,49.74
1337,720,488,3,30.41,0.0,91.23
1338,720,179,1,82.15,0.0,82.15
1339,721,695,1,419.32,0.0,419.32
1340,722,46,1,410.9,0.0,410.9
1341,722,673,1,387.33,19.37,367.96
1342,723,459,2,323.75,0.0,647.5
1343,724,501,2,188.89,0.0,377.78
1344,724,811,1,26.71,0.0,26.71
1345,724,238,1,284.12,0.0,284.12
1346,724,733,1,180.01,0.0,180.01
1347,725,356,2,186.54,0.0,373.08
1348,726,89,1,286.1,0.0,286.1
1349,726,617,1,20.31,0.0,20.31
1350,726,260,3,234.73,70.42,633.77
1351,726,907,5,440.43,0.0,2202.15
1352,727,812,1,103.32,0.0,103.32
1353,727,211,1,262.18,0.0,262.18
1354,727,845,1,269.79,0.0,269.79
1355,727,710,1,473.2,0.0,473.2
1356,727,406,1,341.16,0.0,341.16
1357,728,360,2,458.71,183.48,733.94
1358,729,915,4,158.02,0.0,632.08
1359,729,813,3,324.86,0.0,974.58
1360,730,975,1,116.29,0.0,116.29
1361,730,835,1,102.84,0.0,102.84
1362,731,11,1,303.13,0.0,303.13
1363,731,715,1,211.46,21.15,190.31
1364,732,33,1,400.85,0.0,400.85
1365,732,512,3,75.09,0.0,225.27
1366,733,702,1,253.74,25.37,228.37
1367,733,503,1,501.99,0.0,501.99
1368,733,28,2,304.82,60.96,548.68
1369,733,390,1,342.68,0.0,342.68
1370,734,721,1,177.26,0.0,177.26
1371,734,876,1,143.6,0.0,143.6
1372,735,475,1,461.37,46.14,415.23
1373,735,282,1,261.95,0.0,261.95
